"第一章 矛盾的信件","CHAPTER I CONTRADICTORY LETTERS"
"“不，哈里，”女孩回答道，“我会想它的，但是能和你一起回到我们亲爱的老家，我很高兴。”","“No, Harry,” replied the girl; “I shall like to think about it, but I am glad to go back with you to our dear old home.”"
"“内尔！”哈里情不自禁地用颤抖的嗓音说道，“你愿意和我以一种最神圣的关系结合在一起吗？你愿意嫁给我吗，内尔？”","“Nell!” said Harry, vainly attempting to steady his voice, “are you willing to be bound to me by the most sacred tie?Could you marry me, Nell?”"
"“是的，哈里，我愿意，如果你确定我能给你带来快乐的话。”这个少女回答道，抬起双眼天真无邪地看着哈里的眼睛。","“Yes, Harry, I could, if you are sure that I am able to make you happy,” answered the maiden, raising her innocent eyes to his."
"她刚一说完这些话，一个令人费解的现象就发生了。在距离陆地还有半英里处，“罗布·罗伊”号猛地震了一下。船突然搁浅了。引擎再怎么努力也无法启动了。","Scarcely had she pronounced these words when an unaccountable phenomenon took place.The Rob Roy, still half a mile from land, experienced a violent shock.She suddenly grounded.No efforts of the engine could move her."
"而这一事故的原因仅仅是因为卡特琳湖突然被排空了，就像湖床里开了一个巨大的裂缝。几秒钟之后，人们就看见了浅水域里的海滩。湖里几乎所有的东西都消失到地里。","The cause of this accident was simply that Loch Katrine was all at once emptied, as though an enormous fissure had opened in its bed.In a few seconds it had the appearance of a sea beach at low water.Nearly the whole of its contents had vanished into the bosom of the earth."
"“我的朋友！”詹姆斯·斯塔尔惊叫道，因为他突然知道了这个神秘事件的原因，“愿上帝庇佑新阿伯福伊尔！”","“My friends!” exclaimed James Starr, as the cause of this marvel became suddenly clear to him, “God help New Aberfoyle!”"
"第十六章 最后的威胁","CHAPTER XVI A FINAL THREAT"
"那天，在新阿伯福伊尔的煤矿区，工作和平常一样进行着。远处传来了炸药的巨大爆炸声，含碳岩石爆破了。这里鹤嘴锄和铁撬挖松了大量的煤炭；那里钻孔机伴随着尖锐刺耳的声音打穿了大量的砂岩和片岩。","On that day, in the colliery of New Aberfoyle, work was going on in the usual regular way.In the distance could be heard the crash of great charges of dynamite, by which the carboniferous rocks were blasted.Here masses of coal were loosened by pick-ax and crowbar; there the perforating machines, with their harsh grating, bored through the masses of sandstone and schist."
"空洞的瓮声到处回响。一阵阵气流沿着通风走廊乱窜，木制的旋转门在这猛烈的强风推动下砰地关上了。在下面的隧道里，一列列货运火车一直以十五英里的时速驶过，当它们快到的时候，电子铃会警告工人们躲进安全的地方。升降机由地面上强大的引擎带动着不断地运转。电力充足的电灯把煤城照得通亮。","Hollow, cavernous noises resounded on all sides.Draughts of air rushed along the ventilating galleries, and the wooden swing-doors slammed beneath their violent gusts.In the lower tunnels, trains of trucks kept passing along at the rate of fifteen miles an hour, while at their approach electric bells warned the workmen to cower down in the refuge places.Lifts went incessantly up and down, worked by powerful engines on the surface of the soil.Coal Town was throughout brilliantly lighted by the electric lamps at full power."
"开采工作正在最大限度地进行着；煤块不断地被堆到了货车里，几百列货车来到井下将煤块清空到矿车里。当上夜班的矿工们进行休息时，其余的人一小时也不耽误地开工了。","Mining operations were being carried on with the greatest activity; coal was being piled incessantly into the trucks, which went in hundreds to empty themselves into the corves at the bottom of the shaft.While parties of miners who had labored during the night were taking needful rest, the others worked without wasting an hour."
"老西蒙·福特和马奇吃完了饭，在村舍的门边休息。西蒙好好地抽了一斗烟，老两口时不时地谈到内尔、他们的儿子以及斯塔尔先生，并想知道他们有多喜欢这次地面之行。他们现在会在哪里呢？他们正在干什么呢？他们怎么可以离开煤矿那么久而不想家呢？","Old Simon Ford and Madge, having finished their dinner, were resting at the door of their cottage.Simon smoked a good pipe of tobacco, and from time to time the old couple spoke of Nell, of their boy, of Mr. Starr, and wondered how they liked their trip to the surface of the earth.Where would they be now?What would they be doing?How could they stay so long away from the mine without feeling homesick?"
"这时，一阵骇人的轰鸣声传了过来。这声音就像一条巨大的瀑布倾泻到煤矿里所发出的声音。老两口猛地站了起来。他们立即看到马尔科姆湖在涨水。一股巨浪如汹涌的波涛般扬起，掠过湖岸并在村舍的墙上撞得粉碎。西蒙把妻子抱在怀里，并把她带到房间的上面。","Just then a terrific roaring noise was heard.It was like the sound of a mighty cataract rushing down into the mine.The old people rose hastily.They perceived at once that the waters of Loch Malcolm were rising.A great wave, unfurling like a billow, swept up the bank and broke against the walls of the cottage.Simon caught his wife in his arms, and carried her to the upper part of their dwelling."
"与此同时，煤城各处都响起了一片叫喊声，人们被突如其来的洪水吓坏了。居民们逃生逃到了湖边片岩的顶端，恐惧弥漫在四面八方，惊慌中许多家庭为了爬到煤矿的高处而急急忙忙地冲向了隧道。","At the same moment, cries arose from all parts of Coal Town, which was threatened by a sudden inundation.The inhabitants fled for safety to the top of the schist rocks bordering the lake; terror spread in all directions; whole families in frantic haste rushed towards the tunnel in order to reach the upper regions of the pit."
"人们害怕是海水突然涌入了煤矿，因为煤矿的水平巷道和通道一直延伸至喀里多尼亚运河。如果是那样，整个挖掘区即使再大也会被完全淹没。新阿伯福伊尔地区将无人能逃过此劫。","It was feared that the sea had burst into the colliery, for its galleries and passages penetrated as far as the Caledonian Canal.In that case the entire excavation, vast as it was, would be completely flooded.Not a single inhabitant of New Aberfoyle would escape death."
"但是当第一批逃难者跑到隧道入口处时，他们遇到了已经离开村舍的西蒙·福特。“停下，我的朋友们，停下！”老人喊道，“要是我们的城镇被淹，洪水跑得会比你们更快，没人能逃脱。但是快看！洪水不再上涨了！在我看来危险已经过去了。”","But when the foremost fugitives reached the entrance to the tunnel, they encountered Simon Ford, who had quitted his cottage.“Stop, my friends, stop!” shouted the old man; “if our town is to be overwhelmed, the floods will rush faster than you can; no one can possibly escape.But see! the waters are rising no further! it appears to me the danger is over.”"
"“可在工程尽头的伙伴们——他们怎么办？”其中一些矿工叫道。","“And our comrades at the far end of the works—what about them?” cried some of the miners."
"“不用担心他们，”西蒙答道，“他们是在高于湖床的地方干活。”","“There is nothing to fear for them,” replied Simon; “they are working on a higher level than the bed of the loch.”"
