"en","zh"
"“If you come any further, sir,” exclaimed the Marquise, growing paler, “I shall fling myself out of the window!”","“先生，如果你再靠近一步”伯爵夫人面色惨白地大声叫道，“我就从窗户跳下去！”"
"She sprang to the window, flung it open, and stood with one foot on the ledge, her hand upon the iron balustrade, her face turned towards Gaston.","她跳到窗前，猛地推开窗户，一只脚踏在窗台上，手扶住铁栏杆，头转过来朝向加斯东。"
"“Go out! go out!” she cried, “or I will throw myself over.”","“出去！出去！”她喊道，“不然我就跳下去。”"
"At that dreadful cry the servants began to stir, and M. de Nueil fled like a criminal.","听到这可怕的哭喊声，仆人们开始骚动起来，德纽埃尔先生像罪犯一样逃跑了。"
"When he reached his home again he wrote a few lines and gave them to his own man, telling him to give the letter himself into Mme. de Beauseant’s hands, and to say that it was a matter of life and death for his master.","他再次回到家里时，他写了几句话，把它交给随身侍仆，告诉他要亲手交到德鲍赛昂夫人手上，并且告诉她这是关于他生死存亡的大事。"
"The messenger went.","信使出去了。"
"M. de Nueil went back to the drawing-room where his wife was still murdering the Caprice, and sat down to wait till the answer came.","德纽埃尔先生回到客厅，妻子依然在糟糕地弹奏那首随想曲，于是坐下来等待回音。"
"An hour later, when the Caprice had come to an end, and the husband and wife sat in silence on opposite sides of the hearth, the man came back from Valleroy and gave his master his own letter, unopened.","一个小时过后，随想曲弹完了，丈夫和妻子各自默默地在壁炉的两端，仆人从瓦勒卢阿回来了，把信原封不动地退回了给主人。"
"M. de Nueil went into a small room beyond the drawing-room, where he had left his rifle, and shot himself.","德纽埃尔先生穿过客厅走进一间放有猎枪的小屋，自杀身亡了。"
"The swift and fatal ending of the drama, contrary as it is to all the habits of young France, is only what might have been expected.","这个突然而致命的结局，跟年轻的法兰西人所习惯的完全相反，不过却是可以预料的。"
"Those who have closely observed, or known for themselves by delicious experience, all that is meant by the perfect union of two beings, will understand Gaston de Nueil’s suicide perfectly well.","那些曾仔细观察过，或者美好地体验过一对男女美满结合的人，会完全理解加斯东·德纽埃尔的自杀行为。"
"A woman does not bend and form herself in a day to the caprices of passion.","一个女人不会在一天之内就按照爱情的无常变化屈服或塑造自己。"
"The pleasure of loving, like some rare flower, needs the most careful ingenuity of culture.","爱的快乐，如一朵奇葩，需要最精心的呵护培养。"
"Time alone, and two souls attuned each to each, can discover all its resources, and call into being all the tender and delicate delights for which we are steeped in a thousand superstitions, imagining them to be inherent in the heart that lavishes them upon us.","只有经历时间，两个彼此结合的灵魂，才能发现快乐的源泉，产生温柔美妙的快乐，我们对它们充满了迷信，认为赐给我们快乐的心灵是与生俱来的。"
"It is this wonderful response of one nature to another, this religious belief, this certainty of finding peculiar or excessive happiness in the presence of one we love, that accounts in part for perdurable attachments and long-lived passion.","这是一种令人赞叹的融合，这种宗教信仰，这种在所爱的人身边所能感受到的奇特或者过分的幸福的确切观念，便是能够长久依恋和永远相爱的部分秘密。"
"If a woman possesses the genius of her sex, love never comes to be a matter of use and wont.","一个女人若拥有女性的天赋，那么爱情对她而言绝不会成为一种生活的习惯。"
"She brings all her heart and brain to love, clothes her tenderness in forms so varied, there is such art in her most natural moments, or so much nature in her art, that in absence her memory is almost as potent as her presence.","她会全心全意地去爱，采取各种不同的温情方式，在她的自然之中融入众多人为的技巧，或者在人为的技巧中增添许多天然的成分，使得她无论在记忆中还是在现实里都那么有影响力。"
"All other women are as shadows compared with her.","别的女人和她相比都会逊色很多。"
"Not until we have lost or known the dread of losing a love so vast and glorious, do we prize it at its just worth.","只有当我们已经失去或者已经知道了失去这么伟大而光荣的爱情的恐惧时，我们才能珍视爱情的应有价值。"
"And if a man who has once possessed this love shuts himself out from it by his own act and deed, and sinks to some loveless marriage; if by some incident, hidden in the obscurity of married life, the woman with whom he hoped to know the same felicity makes it clear that it will never be revived for him; if, with the sweetness of divine love still on his lips, he has dealt a deadly wound to her, his wife in truth, whom he forsook for a social chimera,—then he must either die or take refuge in a materialistic, selfish, and heartless philosophy, from which impassioned souls shrink in horror.","可是如果一个男人曾经拥有过这样的爱情，却又把它抛弃，去选择了一个无爱的婚姻；如果他希望能够在另一个女人身上获得同样的幸福，而这个女人却用隐匿在婚姻生活暗处的某些事件证明，他是不可能得到这幸福的；如果圣洁甜美的爱情还依然沾在他的唇边，而他又为着一个社会的假象深深地伤害了她，他真正的妻子，——那么他就必须要选择死亡或者在那令多情人所憎恶的自私、冷酷的唯利主义哲学中去寻求慰藉。"
"As for Mme. de Beauseant, she doubtless did not imagine that her friend’s despair could drive him to suicide, when he had drunk deep of love for nine years.","至于德鲍赛昂夫人，她绝对不会想到他的朋友会绝望到选择自杀，当年他可是深爱了九年之久啊。"
"Possibly she may have thought that she alone was to suffer.","也许她认为只有她一个人在忍受痛苦。"
"At any rate, she did quite rightly to refuse the most humiliating of all positions; a wife may stoop for weighty social reasons to a kind of compromise which a mistress is bound to hold in abhorrence, for in the purity of her passion lies all its justification.","况且，她完全有权利拒绝所有最为可耻的爱情；一位妻子可以为着重要的社会原因来容忍这种爱情，而一个情妇却痛恨这种勾当，因为对她而言，爱情存在的全部理由在于她爱情的纯洁。"
