"第一章","CHAPTER I"
"埃琳娜四处打量。周围之前是白茫茫的一片，但现在到处都是雪，雪，漫天的飞雪。此时，她已经不在小船上了，而是像她当时离开莫斯科那样，乘坐在雪橇上。她并不是孤单一人，她身边坐着一个裹着一件破烂大衣的小孩子。埃琳娜仔细地看了看，竟然是她小时候那可怜的女朋友卡佳。埃琳娜开始觉得害怕。“难道她还没有死吗？”她思考着。","Elena looked about her; as before, all around was white; but it was snow, snow, boundless plains of snow.And she was not now in a boat, but travelling, as she had come from Moscow, in a sledge; she was not alone; by her side was sitting a little creature muffled in an old cloak; Elena looked closely; it was Katya, her poor little friend.Elena was seized with terror.‘Why, isn’t she dead?’ she thought."
"“卡佳，我们这是要去哪里啊？”卡佳没有回答，只是把身上的那件大衣裹得更紧了。她冷得发颤。埃琳娜也觉得很冷，她沿路向远方望去。透过这飞舞的雪花，依稀可见一座城池。一些高耸的白塔和闪耀着银色光芒的圆顶……“卡佳，卡佳，这里是莫斯科吗？”“不，”埃琳娜想道，“这里是索洛韦茨基修道院啊，这里有很多像蜂房一样的小房间，又小又不透气——德米特里被囚禁在那里。我得把他救出来。”突然，她的面前突然出现一道巨大的灰色深渊。雪橇滑进了深渊，卡佳却露出了笑意。“埃琳娜，埃琳娜！”深渊中传来一个声音。","‘Katya, where are we going together?’Katya did not answer, and nestled herself closer in her little cloak; she was freezing.Elena too was cold; she looked along the road into the distance; far away a town could be seen through the fine drifting snow.High white towers with silvery cupolas…‘Katya, Katya, is it Moscow?No,’ thought Elena, ‘it is Solovetsky Monastery; it’s full of little narrow cells like a beehive; it’s stifling, cramping there—and Dmitri’s shut up there.I must rescue him.’… Suddenly a grey, yawning abyss opened before her.The sledge was falling, Katya was laughing.‘Elena, Elena!’ came a voice from the abyss."
"“埃琳娜！”她的耳边清清楚楚地传来了叫喊声。她一下子抬起头，转过去，被吓了一跳：因萨罗夫的脸上毫无血色，像雪一样白，那雪的颜色跟梦中的一模一样。他从沙发上略略直起身子，用那双明亮却可怕的大眼睛盯着她。他的头发乱糟糟地散落在额头上，嘴唇怪模怪样地张着。他那突然扭曲的脸上流露出恐惧，还夹杂着一种温柔的痛苦。","‘Elena!’ sounded distinctly in her ears.She raised her head quickly, turned round, and was stupefied: Insarov, white as snow, the snow of her dream, had half risen from the sofa, and was staring at her with large, bright, dreadful eyes.His hair hung in disorder on his forehead and his lips parted strangely.Horror, mingled with an anguish of tenderness, was expressed on his suddenly transfigured face."
"“埃琳娜！”他叫道，“我快不行了。”","‘Elena!’ he articulated, ‘I am dying.’"
"她尖叫一声，跪倒在地，扑到他的胸前。","She fell with a scream on her knees, and clung to his breast."
"“一切都结束了，”因萨罗夫重复道，“我要不行了……再见了，我可怜的女孩！再见了，我的祖国！”然后他又跌落到沙发上。","‘It’s all over,’ repeated Insarov: ‘I’m dying…Good-bye, my poor girl!good-bye, my country!’ and he fell backwards on to the sofa."
"埃琳娜冲出房外，开始大声呼救。一个侍者赶忙跑去叫医生。埃琳娜扑到因萨罗夫身上。","Elena rushed out of the room, began calling for help; a waiter ran for a doctor.Elena clung to Insarov."
"就在那时，门口出现了一个人的身影，他肩膀宽阔，皮肤黝黑，穿着一件肥大的起绒粗呢上衣，头戴着一顶低低的油布帽子。他困惑地站在那里一动不动。","At that instant in the doorway appeared a broad-shouldered, sunburnt man, in a stout frieze coat and a low oil-skin hat.He stood still in bewilderment."
"“伦迪奇！”埃琳娜喊道，“是您！看啊，看在上帝的份上，他病得很重！这到底是为什么？上帝啊！他昨天还出去过，他刚才还在跟我说话！”","‘Renditch!’ cried Elena, ‘it’s you!Look, for God’s sake, he’s ill!What’s wrong?Good God!He went out yesterday, he was talking to me just now.’"
"伦迪奇什么都没说，只是走到一边。一个个子矮小、头戴假发、架着一副眼镜的人从他身边跑过，这是位住在这个旅馆的医生。他朝因萨罗夫跑过去。","Renditch said nothing and only moved on one side.There slipped quickly past him a little figure in a wig and spectacles; it was a doctor living in the same hotel.He went up to Insarov."
"“女士，”很久之后他才说道，“这位国外的先生已经过世了——他已经走了——死因是动脉瘤和肺病并发症。","‘Signora,’ he said, after the lapse of a few minutes, ‘the foreign gentleman is dead—il Signore forestiere e morte—of aneurism in combination with disease of the lungs.’"
"第三十五章","CHAPTER XXXV"
"第二天，还是在那个房间，伦迪奇站在窗户旁边。埃琳娜站在他的前面，紧紧地裹着一件披巾。在隔壁的房间中，因萨罗夫躺在灵柩中。埃琳娜的脸上露出恐惧和毫无生气的神色，两条深深的皱纹盘踞在两道眉毛之间，这使得她呆滞的眼神中流露出一种神情紧绷的感觉。窗户上摊着来自安娜·瓦西里耶夫娜的信。她希望自己的女儿能回到莫斯科，哪怕一个月也好。她向埃琳娜诉说着她的生活是多么地孤独，抱怨着尼古拉·阿尔捷米耶维奇的不是。她向因萨罗夫问好，询问他的健康状况，并且希望他能允许他的妻子回去。","The next day, in the same room, Renditch was standing at the window; before him, wrapped in a shawl, sat Elena.In the next room, Insarov lay in his coffin.Elena’s face was both scared and lifeless; two lines could be seen on her forehead between her eyebrows; they gave a strained expression to her fixed eyes.In the window lay an open letter from Anna Vassilyevna.She begged her daughter to come to Moscow if only for a month, complained of her loneliness, and of Nikolai Artemyevitch, sent greetings to Insarov, inquired after his health, and begged him to spare his wife."
"伦迪奇是达尔马提亚人，是个海员。因萨罗夫是在自己国家旅行时认识他的，到了威尼斯后，因萨罗夫又找到了他。他是个神情肃穆、脾气火暴、大胆无畏并愿意为斯拉夫民族的事业而献身的人。他瞧不起土耳其人并且憎恨奥地利人。","Renditch was a Dalmatian, a sailor, with whom Insarov had become acquainted during his wanderings in his own country, and whom he had sought out in Venice.He was a dry, gruff man, full of daring and devoted to the Slavonic cause.He despised the Turks and hated the Austrians."
"“您还要在威尼斯呆多久？”埃琳娜用意大利语问他。她的声音如同她的表情一样毫无生气。","‘How long must you remain at Venice?’Elena asked him in Italian.And her voice was as lifeless as her face."
"“因为要装货和避免别人的注意，我会在这里呆一天，然后就直奔扎拉。这个消息肯定会让乡亲们伤心不已。他们都期望他能回去。他们把所有的希望都寄托在他的身上。”","‘One day for freighting and not to rouse suspicions, and then straight to Zara.I shall have sad news for our countrymen.They have long been expecting him; they rested their hopes on him.’"
"“他们把所有的希望都寄托在他的身上。”埃琳娜机械地重复着。","‘They rested their hopes on him,’ Elena repeated mechanically."
"“您什么时候安葬他？”伦迪奇问道。","‘When will you bury him?’ asked Renditch."
"埃琳娜停了一会儿，回答：“明——天吧。”","Elena not at once replied, ‘To-morrow.’"
